Linux 5.11.0-36-generic (pwmoose-PowerEdge-T640) 	2021年09月26日 	_x86_64_	(40 CPU)

10时26分03秒 kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
10时32分04秒 253913100 257727860   3809232      1.45     77868   5246412   8349472      3.14   2115500   6391992       268
10时32分05秒 253910304 257725064   3811984      1.45     77868   5246448   8349440      3.14   2115508   6395336       272
10时32分06秒 253907092 257724772   3812196      1.45     77868   5249360   8320900      3.13   2118372   6376268       604
10时32分07秒 253908548 257726232   3810712      1.45     77868   5249364   8338608      3.14   2118392   6378600       272
10时32分08秒 253908272 257725956   3810972      1.45     77868   5249380   8338624      3.14   2118380   6382896       272
10时32分09秒 253910272 257727964   3808916      1.45     77876   5249404   8349400      3.14   2118396   6390104       312
10时32分10秒 253906532 257724228   3812644      1.45     77876   5249424   8349404      3.14   2118400   6394412       316
10时32分11秒 253904896 257722592   3814276      1.45     77876   5249428   8349408      3.14   2118392   6394616       316
10时32分12秒 253902832 257723448   3813360      1.45     77876   5252300   8312880      3.13   2121248   6374204       320
10时32分13秒 253905368 257725984   3810816      1.45     77876   5252308   8336920      3.14   2121248   6378196       320
10时32分14秒 253905016 257725632   3811224      1.45     77884   5252340   8336920      3.14   2121256   6382536       320
10时32分15秒 253908712 257729328   3807488      1.44     77884   5252380   8349328      3.14   2121240   6390344       324
10时32分16秒 253904476 257725104   3811692      1.45     77884   5252412   8349540      3.14   2121244   6394312       324
10时32分17秒 253903404 257724032   3812740      1.45     77884   5252428   8349560      3.14   2121260   6395144       324
10时32分18秒 253898592 257721748   3815000      1.45     77884   5254956   8316948      3.13   2123760   6374872       324
10时32分19秒 253904232 257727772   3808936      1.45     77892   5255292   8335916      3.14   2124084   6376640        80
10时32分20秒 253903420 257726960   3809732      1.45     77892   5255328   8335928      3.14   2124096   6379408        80
10时32分21秒 253905200 257728740   3807932      1.44     77892   5255348   8348508      3.14   2124096   6390440        80
10时32分22秒 253902104 257725644   3810992      1.45     77892   5255384   8348540      3.14   2124104   6394084        80
10时32分23秒 253898884 257722424   3814160      1.45     77892   5255420   8348968      3.14   2124104   6394604        80
10时32分24秒 253900616 257724164   3812364      1.45     77900   5255468   8345436      3.14   2124108   6389912        56
10时32分25秒 253903452 257729896   3806556      1.44     77900   5258336   8331108      3.14   2126944   6361336        60
10时32分26秒 253904876 257731320   3805116      1.44     77900   5258344   8331528      3.14   2126936   6375572        60
10时32分27秒 253904796 257731240   3805196      1.44     77900   5258344   8346288      3.14   2126932   6383316        60
10时32分28秒 253900316 257726760   3809628      1.45     77900   5258368   8350688      3.14   2126928   6394284        60
10时32分29秒 253898068 257724512   3811848      1.45     77912   5258380   8350696      3.14   2126936   6397016        68
10时32分30秒 253897700 257724148   3812192      1.45     77912   5258404   8350712      3.14   2126932   6395792        72
10时32分31秒 253896484 257725856   3810460      1.45     77912   5261276   8340244      3.14   2129796   6372644        72
10时32分32秒 253897448 257726820   3809492      1.45     77912   5261280   8336216      3.14   2129804   6376768        72
10时32分33秒 253900812 257730184   3806104      1.44     77912   5261304   8345804      3.14   2129804   6382804        76
10时32分34秒 253899640 257729016   3807200      1.44     77920   5261372   8349424      3.14   2129792   6392760        68
10时32分35秒 253896820 257726204   3810012      1.45     77920   5261380   8349680      3.14   2129816   6395404        72
10时32分36秒 253892572 257721960   3814240      1.45     77920   5261392   8368232      3.15   2129820   6398156        76
10时32分37秒 253896784 257729084   3807024      1.44     77920   5264276   8331868      3.14   2132676   6363124        76
10时32分38秒 253896760 257729064   3806968      1.44     77920   5264324   8332208      3.14   2132664   6374804        76
10时32分39秒 253896460 257728764   3807224      1.44     77928   5264360   8346408      3.14   2132672   6382424        24
10时32分40秒 253894824 257727128   3808848      1.44     77928   5264372   8348120      3.14   2132660   6392364        24
10时32分41秒 253894160 257726464   3809500      1.45     77928   5264376   8348460      3.14   2132668   6393708        28
10时32分42秒 253891900 257727108   3808788      1.44     77928   5267236   8310424      3.13   2135524   6370816        28
10时32分43秒 253895380 257730588   3805280      1.44     77928   5267248   8331540      3.14   2135532   6366624        28
10时32分44秒 253895812 257731028   3804780      1.44     77936   5267316   8331712      3.14   2135524   6377312        56
10时32分45秒 253895080 257730296   3805528      1.44     77936   5267328   8346656      3.14   2135524   6390724        56
10时32分46秒 253890600 257725816   3809996      1.45     77936   5267340   8349948      3.14   2135528   6394432        60
10时32分47秒 253889672 257724892   3810908      1.45     77936   5267356   8349964      3.14   2135540   6395056        60
10时32分48秒 253886876 257725120   3811244      1.45     77936   5269888   8314760      3.13   2138052   6372380       564
10时32分49秒 253889996 257728112   3807676      1.44     77944   5270220   8334116      3.14   2138380   6376580        72
10时32分50秒 253887632 257725748   3809988      1.45     77944   5270240   8334116      3.14   2138368   6377664       132
10时32分51秒 253888592 257726716   3809000      1.45     77944   5270268   8348164      3.14   2138392   6391320       132
10时32分52秒 253888900 257727028   3808668      1.44     77944   5270292   8348648      3.14   2138376   6393988       136
10时32分53秒 253886360 257724488   3811188      1.45     77944   5270312   8349012      3.14   2138380   6395676       136
10时32分54秒 253888824 257729832   3805804      1.44     77952   5273160   8333656      3.14   2141212   6362956       148
10时32分55秒 253887656 257728664   3806972      1.44     77952   5273160   8330072      3.14   2141216   6368164       120
10时32分56秒 253887704 257728712   3806876      1.44     77952   5273208   8345704      3.14   2141212   6381652       128
10时32分57秒 253884404 257725412   3810152      1.45     77952   5273232   8347508      3.14   2141212   6392792       128
10时32分58秒 253882232 257723240   3812308      1.45     77952   5273248   8347676      3.14   2141188   6394132       128
10时32分59秒 253882688 257723700   3811848      1.45     77964   5273264   8345912      3.14   2141220   6391828       136
10时33分00秒 253884900 257728792   3806680      1.44     77964   5276116   8329904      3.14   2144032   6361228       140
10时33分01秒 253882656 257726568   3808908      1.45     77964   5276116   8329912      3.14   2144048   6367532       140
10时33分02秒 253883232 257727136   3808344      1.44     77964   5276120   8345428      3.14   2144040   6383652       140
10时33分03秒 253880696 257724600   3810816      1.45     77964   5276184   8349116      3.14   2144052   6393408       140
10时33分04秒 253878860 257722764   3812616      1.45     77972   5276212   8349516      3.14   2144040   6394752       140
10时33分05秒 253877828 257724764   3811104      1.45     77972   5278756   8318132      3.13   2146580   6378156       136
10时33分06秒 253880468 257727260   3808056      1.44     77972   5279076   8335704      3.14   2146872   6374472       144
10时33分07秒 253878120 257724912   3810360      1.45     77972   5279112   8335732      3.14   2146896   6377900       144
10时33分08秒 253878936 257725728   3809480      1.45     77972   5279168   8348672      3.14   2146876   6389104       144
10时33分09秒 253877480 257724272   3810924      1.45     77980   5279172   8348816      3.14   2146868   6393544       156
10时33分10秒 253877276 257724068   3811148      1.45     77980   5279176   8348820      3.14   2146868   6394568       156
10时33分11秒 253875140 257724824   3810356      1.45     77980   5282016   8314336      3.13   2149712   6369256       160
10时33分12秒 253873668 257723352   3811820      1.45     77980   5282016   8338640      3.14   2149708   6375924       160
10时33分13秒 253878140 257727824   3807268      1.44     77980   5282080   8330344      3.14   2149700   6374356       160
10时33分14秒 253874792 257724476   3810576      1.45     77988   5282104   8351504      3.14   2149700   6395328       160
10时33分15秒 253872260 257721952   3813112      1.45     77988   5282100   8351504      3.14   2149716   6397196        96
10时33分16秒 253876320 257728868   3806204      1.44     77988   5284932   8310196      3.13   2152528   6366624        96
10时33分17秒 253880056 257732608   3802440      1.44     77988   5284960   8331316      3.14   2152536   6369464       100
10时33分18秒 253880400 257732952   3802072      1.44     77988   5284976   8327908      3.13   2152528   6369908       100
10时33分19秒 253876124 257728676   3806292      1.44     77996   5285024   8347372      3.14   2152532   6390896       132
10时33分20秒 253875204 257727764   3807180      1.44     77996   5285056   8347784      3.14   2152540   6393608       132
10时33分21秒 253873188 257728604   3806284      1.44     77996   5287896   8309552      3.13   2155356   6365388        64
10时33分22秒 253871716 257727132   3807756      1.44     77996   5287896   8335304      3.14   2155344   6371092        68
10时33分23秒 253872652 257728068   3806792      1.44     77996   5287924   8332480      3.14   2155344   6375300        68
10时33分24秒 253868408 257723824   3810904      1.45     78004   5288032   8351176      3.14   2155340   6395640        76
10时33分25秒 253867136 257722560   3812132      1.45     78004   5288068   8351332      3.14   2155356   6398148        48
10时33分26秒 253866580 257722004   3812640      1.45     78004   5288108   8347796      3.14   2155344   6395220        52
10时33分27秒 253870012 257728292   3806268      1.44     78004   5290936   8331064      3.14   2158156   6364352        56
10时33分28秒 253872036 257730316   3804200      1.44     78004   5290956   8331336      3.14   2158140   6369620        56
10时33分29秒 253872480 257730760   3803728      1.44     78016   5290980   8345812      3.14   2158148   6382736        64
10时33分30秒 253868952 257727244   3807220      1.44     78016   5291008   8347504      3.14   2158160   6391440        64
10时33分31秒 253867180 257725472   3809028      1.45     78016   5291012   8347504      3.14   2158164   6394176        64
10时33分32秒 253866856 257725148   3809344      1.45     78016   5291020   8310680      3.13   2158160   6371684        68
10时33分33秒 253868700 257729832   3804628      1.44     78016   5293820   8331440      3.14   2160960   6363656        68
10时33分34秒 253869472 257730604   3803852      1.44     78024   5293816   8331636      3.14   2160936   6370708        68
10时33分35秒 253869504 257730636   3803800      1.44     78024   5293836   8345656      3.14   2160944   6384244        68
10时33分36秒 253866976 257728116   3806320      1.44     78024   5293844   8347132      3.14   2160948   6392104        64
10时33分37秒 253865260 257726404   3808032      1.44     78024   5293848   8347136      3.14   2160944   6393512        72
10时33分38秒 253863280 257724428   3809988      1.45     78024   5293856   8343604      3.14   2160952   6389488        76
10时33分39秒 253864652 257728652   3805688      1.44     78032   5296668   8330124      3.14   2163740   6361172        76
10时33分40秒 253864912 257728920   3805424      1.44     78032   5296672   8330080      3.14   2163748   6366540        76
10时33分41秒 253861524 257725532   3808788      1.44     78032   5296688   8345608      3.14   2163756   6384008        76
10时33分42秒 253858744 257722756   3811504      1.45     78032   5296736   8347364      3.14   2163748   6392260        80
10时33分43秒 253860336 257724348   3809900      1.45     78032   5296740   8347368      3.14   2163768   6393632        80
10时33分44秒 253859628 257723640   3810596      1.45     78040   5296744   8343620      3.14   2163740   6391500        80
10时33分45秒 253862156 257729004   3805272      1.44     78040   5299540   8330056      3.14   2166548   6363972        80
10时33分46秒 253861456 257728304   3805964      1.44     78040   5299548   8330300      3.14   2166524   6372648        80
10时33分47秒 253860936 257727792   3806448      1.44     78048   5299576   8345176      3.14   2166552   6384496        84
10时33分48秒 253856872 257723728   3810496      1.45     78048   5299592   8346284      3.14   2166540   6392064        84
10时33分49秒 253856344 257723204   3811012      1.45     78048   5299604   8346488      3.14   2166544   6392712        84
10时33分50秒 253856708 257723568   3810644      1.45     78048   5299608   8344672      3.14   2166528   6391024        84
10时33分51秒 253859920 257729592   3804572      1.44     78048   5302380   8330168      3.14   2169300   6362924        36
10时33分52秒 253859740 257729384   3804820      1.44     78048   5302400   8330612      3.14   2169292   6370056        36
10时33分53秒 253859312 257728956   3805228      1.44     78056   5302412   8352936      3.14   2169304   6382892        68
10时33分54秒 253856980 257726632   3807508      1.44     78056   5302432   8354800      3.14   2169292   6392320        68
10时33分55秒 253855744 257725396   3808732      1.44     78056   5302444   8355032      3.14   2169312   6393464        68
10时33分56秒 253854304 257726984   3807632      1.44     78056   5304976   8318348      3.13   2171820   6370476       552
10时33分57秒 253857020 257729480   3804540      1.44     78056   5305248   8339596      3.14   2172060   6371172        52
10时33分58秒 253859312 257731772   3802228      1.44     78068   5305256   8336948      3.14   2172052   6371052        60
10时33分59秒 253856756 257729228   3804696      1.44     78068   5305344   8354692      3.14   2172068   6390496        60
10时34分00秒 253855016 257727488   3806364      1.44     78068   5305408   8355072      3.14   2172072   6392748        60
10时34分01秒 253856292 257728764   3805048      1.44     78068   5305448   8351404      3.14   2172072   6390956        60
10时34分02秒 253852244 257727556   3806160      1.44     78072   5308284   8341084      3.14   2174832   6366384        64
10时34分03秒 253850612 257725932   3807768      1.44     78080   5308300   8341324      3.14   2174848   6373360        68
10时34分04秒 253851976 257727296   3806404      1.44     78080   5308300   8353820      3.14   2174836   6384320        68
10时34分05秒 253849972 257725292   3808412      1.44     78080   5308320   8355624      3.14   2174852   6391440        68
10时34分06秒 253847460 257722780   3810916      1.45     78080   5308320   8355828      3.14   2174868   6393612        68
10时34分07秒 253846372 257721692   3811988      1.45     78080   5308328   8352384      3.14   2174848   6390928        68
10时34分08秒 253849664 257727824   3805796      1.44     78088   5311112   8340312      3.14   2177628   6365264        72
10时34分09秒 253851132 257729292   3804388      1.44     78088   5311132   8340736      3.14   2177632   6370296        72
10时34分10秒 253852336 257730504   3803136      1.44     78088   5311172   8353220      3.14   2177616   6381828        76
10时34分11秒 253847184 257725352   3808268      1.44     78088   5311192   8355304      3.14   2177624   6392004        76
10时34分12秒 253846224 257724388   3809212      1.45     78088   5311216   8355316      3.14   2177632   6392760        72
10时34分13秒 253844516 257725488   3808092      1.44     78096   5313992   8316232      3.13   2180376   6369816       300
10时34分14秒 253848680 257729660   3803928      1.44     78096   5313992   8338228      3.14   2180376   6369748        84
10时34分15秒 253849572 257730552   3803004      1.44     78096   5314020   8338180      3.14   2180380   6372708        84
10时34分16秒 253847036 257728016   3805504      1.44     78096   5314056   8354984      3.14   2180384   6388932        84
10时34分17秒 253844940 257725920   3807584      1.44     78096   5314072   8354996      3.14   2180392   6392480        88
10时34分18秒 253841632 257722624   3810876      1.45     78104   5314080   8354996      3.14   2180392   6393276        88
10时34分19秒 253841932 257725740   3807676      1.44     78112   5316868   8320868      3.13   2183152   6368080       300
10时34分20秒 253843516 257727324   3806100      1.44     78112   5316868   8340696      3.14   2183152   6370948        88
10时34分21秒 253842884 257726692   3806668      1.44     78112   5316932   8353516      3.14   2183168   6383232        88
10时34分22秒 253840648 257724456   3808892      1.45     78112   5316936   8354780      3.14   2183148   6390884        92
10时34分23秒 253840688 257724496   3808844      1.44     78120   5316936   8355136      3.14   2183156   6393212       104
10时34分24秒 253839868 257723688   3809664      1.45     78120   5316936   8355136      3.14   2183148   6393732       104
10时34分25秒 253838224 257725068   3808788      1.44     78120   5319456   8322916      3.13   2185688   6375512       104
10时34分26秒 253842272 257728896   3804412      1.44     78120   5319704   8341124      3.14   2185900   6370572       108
10时34分27秒 253841372 257727996   3805256      1.44     78120   5319744   8341008      3.14   2185924   6376284         4
10时34分28秒 253840288 257726912   3806292      1.44     78132   5319748   8354852      3.14   2185900   6391244        48
10时34分29秒 253840636 257727272   3805968      1.44     78132   5319756   8355024      3.14   2185912   6392012        48
10时34分30秒 253838280 257724916   3808316      1.44     78132   5319756   8355024      3.14   2185912   6392856        48
10时34分31秒 253836908 257726632   3806964      1.44     78132   5322360   8316340      3.13   2188608   6365612       124
10时34分32秒 253840724 257730176   3802968      1.44     78132   5322520   8338304      3.14   2188660   6366608        56
10时34分33秒 253839400 257728852   3804256      1.44     78140   5322540   8353352      3.14   2188664   6383368        60
10时34分34秒 253834860 257724320   3808752      1.44     78140   5322584   8354940      3.14   2188668   6391712        60
10时34分35秒 253834388 257723848   3809216      1.45     78140   5322592   8354964      3.14   2188680   6393312        60
10时34分36秒 253831260 257720720   3812292      1.45     78140   5322628   8318636      3.13   2188672   6372528        60
10时34分37秒 253833024 257725280   3807680      1.44     78140   5325404   8338996      3.14   2191424   6364172        64
10时34分38秒 253832616 257724876   3808068      1.44     78148   5325416   8339228      3.14   2191412   6371780        64
10时34分39秒 253833020 257725288   3807660      1.44     78148   5325420   8353836      3.14   2191416   6386972        64
10时34分40秒 253830012 257722280   3810668      1.45     78148   5325420   8354772      3.14   2191428   6392244        64
10时34分41秒 253828900 257721168   3811760      1.45     78148   5325432   8354772      3.14   2191432   6393356        64
10时34分42秒 253829208 257724500   3808932      1.45     78148   5327944   8320524      3.13   2193952   6371840        64
10时34分43秒 253831656 257726716   3806152      1.44     78156   5328180   8339900      3.14   2194168   6373260        72
10时34分44秒 253832744 257727812   3805048      1.44     78156   5328188   8335440      3.14   2194176   6371680        72
10时34分45秒 253830184 257725252   3807584      1.44     78156   5328196   8354624      3.14   2194180   6390704        72
10时34分46秒 253829672 257724740   3808064      1.44     78156   5328204   8355024      3.14   2194168   6392660        72
10时34分47秒 253828900 257723968   3808820      1.44     78156   5328212   8355272      3.14   2194188   6393928        76
10时34分48秒 253826576 257723164   3809612      1.45     78164   5329736   8317664      3.13   2194688   6371960      1588
10时34分49秒 253828856 257726728   3805988      1.44     78164   5330972   8337848      3.14   2196932   6363616        76
10时34分50秒 253829424 257727296   3805388      1.44     78164   5330988   8338240      3.14   2196924   6368756        76
10时34分51秒 253829084 257726956   3805712      1.44     78164   5331004   8352808      3.14   2196936   6386816        76
10时34分52秒 253828832 257726708   3805948      1.44     78164   5331020   8354536      3.14   2196924   6392880        80
10时34分53秒 253827788 257725664   3806968      1.44     78172   5331028   8354540      3.14   2196932   6394424        84
10时34分54秒 253825324 257725992   3806608      1.44     78172   5333780   8341936      3.14   2199664   6366740        84
10时34分55秒 253828324 257728992   3803604      1.44     78172   5333784   8338372      3.14   2199664   6368452        84
10时34分56秒 253827064 257727732   3804824      1.44     78172   5333808   8352988      3.14   2199660   6382624        84
10时34分57秒 253824952 257725620   3806888      1.44     78180   5333832   8354364      3.14   2199672   6391872        88
10时34分58秒 253824136 257724820   3807652      1.44     78180   5333852   8354380      3.14   2199672   6393224        64
10时34分59秒 253820048 257723756   3809204      1.45     78180   5336380   8322112      3.13   2202196   6373920        64
10时35分00秒 253823704 257727164   3805208      1.44     78180   5336592   8341080      3.14   2202388   6374360        64
10时35分01秒 253824704 257728164   3804188      1.44     78180   5336604   8341096      3.14   2202396   6376600        64
10时35分02秒 253825052 257728528   3803768      1.44     78192   5336624   8353344      3.14   2202392   6387592       240
10时35分03秒 253822900 257726376   3805920      1.44     78192   5336624   8353604      3.14   2202408   6390608       180
10时35分04秒 253821712 257725188   3807108      1.44     78192   5336624   8353604      3.14   2202396   6391632       180
10时35分05秒 253819776 257726004   3806260      1.44     78192   5339340   8342360      3.14   2205108   6366648       188
10时35分06秒 253819516 257725744   3806496      1.44     78192   5339340   8338736      3.14   2205104   6370276       188
10时35分07秒 253819540 257725768   3806436      1.44     78200   5339368   8351244      3.14   2205104   6380336       248
10时35分08秒 253817816 257724056   3808136      1.44     78200   5339384   8352340      3.14   2205096   6389600       248
10时35分09秒 253815216 257721456   3810720      1.45     78200   5339392   8353164      3.14   2205116   6391132       248
10时35分10秒 253813468 257719704   3812436      1.45     78200   5339432   8353192      3.14   2205112   6392136       248
10时35分11秒 253811532 257720520   3811516      1.45     78200   5342188   8326864      3.13   2207808   6365732       252
10时35分12秒 253815540 257724532   3807508      1.44     78200   5342188   8338356      3.14   2207800   6368592       252
10时35分13秒 253815848 257724840   3807252      1.44     78208   5342200   8352364      3.14   2207808   6381472       248
10时35分14秒 253813904 257722904   3809184      1.45     78208   5342252   8353896      3.14   2207812   6391148       252
10时35分15秒 253813124 257722128   3809952      1.45     78208   5342264   8353904      3.14   2207816   6391904       256
10时35分16秒 253814124 257723128   3808940      1.45     78208   5342276   8353944      3.14   2207808   6392804       256
10时35分17秒 253810036 257721788   3810208      1.45     78208   5345024   8318332      3.13   2210516   6373124       420
10时35分18秒 253810500 257722264   3809716      1.45     78216   5345044   8342816      3.14   2210512   6377460       264
10时35分19秒 253810744 257722508   3809412      1.45     78216   5345096   8341940      3.14   2210524   6378304       264
10时35分20秒 253805436 257717200   3814692      1.45     78216   5345108   8357564      3.15   2210512   6394168       264
10时35分21秒 253804752 257716516   3815360      1.45     78216   5345108   8357564      3.15   2210508   6395832       264
10时35分22秒 253807428 257719192   3812680      1.45     78216   5345108   8353600      3.14   2210504   6392108       268
10时35分23秒 253813208 257727728   3804080      1.44     78224   5347828   8339368      3.14   2213228   6363592       268
10时35分24秒 253795560 257710088   3821696      1.45     78224   5347844   8341852      3.14   2213228   6389508       268
10时35分25秒 253793796 257708324   3823420      1.45     78224   5347852   8354164      3.14   2213240   6399816       268
10时35分26秒 253793432 257707960   3823744      1.45     78224   5347860   8355836      3.14   2213224   6409368       268
10时35分27秒 253789872 257704400   3827300      1.45     78224   5347864   8355836      3.14   2213232   6410092       272
10时35分28秒 253789804 257704336   3827284      1.45     78232   5347864   8355836      3.14   2213228   6409828       284
10时35分29秒 253803404 257720696   3810924      1.45     78232   5350572   8343296      3.14   2215932   6368416       256
10时35分30秒 253803184 257720476   3811144      1.45     78232   5350572   8343712      3.14   2215936   6375820       256
10时35分31秒 253803828 257721120   3810508      1.45     78232   5350564   8355464      3.14   2215940   6386356       256
10时35分32秒 253802372 257719664   3811936      1.45     78232   5350592   8356872      3.15   2215928   6395288       260
10时35分33秒 253800116 257717412   3814172      1.45     78244   5350600   8356880      3.15   2215944   6396320       104
10时35分34秒 253796596 257713892   3817676      1.45     78244   5350616   8356888      3.15   2215920   6395964       104
10时35分35秒 253800928 257720988   3810508      1.45     78244   5353340   8342812      3.14   2218660   6369444       108
10时35分36秒 253801952 257722004   3809588      1.45     78244   5353340   8342816      3.14   2218644   6373700       108
10时35分37秒 253801180 257721232   3810356      1.45     78244   5353344   8355996      3.15   2218652   6386052       108
10时35分38秒 253798360 257718412   3813132      1.45     78252   5353380   8357416      3.15   2218652   6394768       108
10时35分39秒 253796416 257716476   3815064      1.45     78252   5353384   8357684      3.15   2218664   6396548        20
10时35分40秒 253797700 257720524   3810948      1.45     78252   5356132   8343872      3.14   2221372   6368564        28
10时35分41秒 253796880 257719704   3811764      1.45     78252   5356136   8343904      3.14   2221360   6375392        28
10时35分42秒 253796320 257719144   3812288      1.45     78252   5356164   8354604      3.14   2221352   6384828        28
10时35分43秒 253795572 257718396   3813012      1.45     78260   5356180   8356300      3.15   2221372   6395456        60
10时35分44秒 253795400 257718224   3813164      1.45     78260   5356184   8356300      3.15   2221352   6394732        52
10时35分45秒 253800516 257726100   3805236      1.44     78260   5358908   8337816      3.14   2224084   6362996        60
10时35分46秒 253800060 257725648   3805768      1.44     78260   5358912   8337816      3.14   2224064   6372400        60
10时35分47秒 253800368 257725956   3805464      1.44     78260   5358908   8352736      3.14   2224076   6383292        60
10时35分48秒 253795820 257721408   3809892      1.45     78268   5358996   8354008      3.14   2224076   6392108        72
10时35分49秒 253793404 257720516   3810204      1.45     78268   5361040   8321776      3.13   2224600   6375904      2088
10时35分50秒 253794364 257722720   3808412      1.44     78268   5361740   8344892      3.14   2226776   6369668        76
10时35分51秒 253794376 257722736   3808384      1.44     78268   5361756   8344848      3.14   2226788   6377336        76
10时35分52秒 253796676 257725036   3806148      1.44     78268   5361764   8353764      3.14   2226772   6388540        76
10时35分53秒 253796392 257724752   3806424      1.44     78276   5361764   8353764      3.14   2226788   6391592        76
10时35分54秒 253785776 257716892   3814236      1.45     78276   5364468   8318752      3.13   2229472   6372468       232
10时35分55秒 253789068 257720184   3810936      1.45     78276   5364476   8343092      3.14   2229500   6376232        76
10时35分56秒 253790140 257721256   3809872      1.45     78276   5364476   8341136      3.14   2229468   6377660        76
10时35分57秒 253788864 257719984   3811204      1.45     78276   5364516   8357448      3.15   2229492   6394552        80
10时35分58秒 253788492 257719612   3811576      1.45     78284   5364532   8357328      3.15   2229480   6395204        80
10时35分59秒 253788536 257722400   3808748      1.44     78284   5367248   8317784      3.13   2232184   6367828       212
10时36分00秒 253792768 257726640   3804524      1.44     78284   5367240   8338528      3.14   2232192   6370080        56
10时36分01秒 253790112 257723980   3807160      1.44     78284   5367268   8352148      3.14   2232188   6382508        56
10时36分02秒 253789928 257723796   3807328      1.44     78284   5367284   8353228      3.14   2232184   6391508        60
10时36分03秒 253790888 257724756   3806356      1.44     78296   5367284   8353228      3.14   2232184   6391860        68
10时36分04秒 253787164 257723772   3807272      1.44     78296   5369980   8343248      3.14   2234864   6369300        68
10时36分05秒 253786484 257723104   3807948      1.44     78296   5369984   8343264      3.14   2234884   6374972        68
10时36分06秒 253786028 257722648   3808376      1.44     78296   5369996   8355140      3.14   2234872   6387200        68
10时36分07秒 253784288 257720908   3810048      1.45     78300   5370060   8356688      3.15   2234880   6395000        72
10时36分08秒 253784808 257721432   3809500      1.45     78304   5370108   8353116      3.14   2234868   6392684        72
10时36分09秒 253784880 257724240   3806700      1.44     78304   5372816   8342608      3.14   2237572   6366952        72
10时36分10秒 253784928 257724288   3806644      1.44     78304   5372824   8342644      3.14   2237580   6376312        72
10时36分11秒 253784204 257723564   3807340      1.44     78304   5372852   8355064      3.14   2237572   6386204        72
10时36分12秒 253780872 257720232   3810668      1.45     78304   5372856   8356756      3.15   2237560   6396004        76
10时36分13秒 253780084 257719448   3811448      1.45     78312   5372856   8356760      3.15   2237560   6395416        76
10时36分14秒 253780384 257722772   3808604      1.44     78312   5375400   8318160      3.13   2240072   6371992        76
10时36分15秒 253782068 257724164   3806668      1.44     78312   5375568   8342672      3.14   2240252   6378116        24
10时36分16秒 253783336 257725432   3805372      1.44     78312   5375596   8341788      3.14   2240240   6376468        24
10时36分17秒 253780756 257722852   3807916      1.44     78312   5375632   8355328      3.14   2240248   6393080        28
10时36分18秒 253779308 257721404   3809348      1.45     78320   5375640   8355332      3.14   2240244   6394036        60
10时36分19秒 253780228 257722840   3807420      1.44     78320   5376648   8319676      3.13   2240760   6373888      1068
10时36分20秒 253781080 257725908   3804796      1.44     78320   5378328   8342408      3.14   2242912   6371048        68
10时36分21秒 253781000 257725832   3804840      1.44     78320   5378364   8342456      3.14   2242928   6377412        68
10时36分22秒 253778828 257723660   3806972      1.44     78320   5378396   8356080      3.15   2242912   6389500        68
10时36分23秒 253776352 257721184   3809440      1.45     78328   5378416   8356088      3.15   2242920   6395572        72
10时36分24秒 253765764 257710604   3820028      1.45     78328   5378416   8367100      3.15   2242912   6402428        76
10时36分25秒 253770948 257718496   3812044      1.45     78332   5381100   8345676      3.14   2245596   6372344        80
10时36分26秒 253771004 257718556   3812052      1.45     78332   5381100   8345756      3.14   2245576   6378228        80
10时36分27秒 253773336 257720888   3809720      1.45     78332   5381100   8356608      3.15   2245600   6386908        80
10时36分28秒 253769240 257716800   3813764      1.45     78340   5381144   8357424      3.15   2245600   6395412        96
10时36分29秒 253770108 257717668   3812888      1.45     78340   5381152   8357444      3.15   2245604   6397168        96
10时36分30秒 253702204 257718684   3811284      1.45     78340   5448720   8324740      3.13   2249616   6440492     65108
10时36分31秒 253702740 257718944   3810532      1.45     78340   5448868   8346160      3.14   2249788   6446048     65108
10时36分32秒 253703300 257719504   3809960      1.45     78340   5448880   8343808      3.14   2249784   6442424     65108
10时36分33秒 253699204 257715420   3814016      1.45     78352   5448904   8359016      3.15   2249796   6460264     65140
10时36分34秒 253698520 257714736   3814696      1.45     78352   5448908   8359024      3.15   2249776   6460688     65140
10时36分35秒 253699456 257718696   3811240      1.45     78352   5451428   8320284      3.13   2252320   6437452     49156
10时36分36秒 253700544 257719428   3809976      1.45     78352   5451592   8343648      3.14   2252436   6441868     48664
10时36分37秒 253700372 257719256   3810148      1.45     78352   5451592   8343980      3.14   2252456   6444148     48664
10时36分38秒 253700404 257719300   3810100      1.45     78364   5451596   8358528      3.15   2252448   6456180     48712
10时36分39秒 253698464 257717360   3812032      1.45     78364   5451596   8358536      3.15   2252456   6460912     48712
10时36分40秒 253698536 257717436   3811956      1.45     78368   5451596   8354736      3.14   2252460   6457312       340
10时36分41秒 253694448 257716032   3813308      1.45     78368   5454264   8345236      3.14   2255124   6436840        68
10时36分42秒 253694528 257716112   3813224      1.45     78368   5454268   8345244      3.14   2255112   6441132        68
10时36分43秒 253694768 257716352   3812944      1.45     78380   5454272   8357024      3.15   2255120   6452516        76
10时36分44秒 253692208 257713804   3815540      1.45     78380   5454276   8357532      3.15   2255112   6460148        76
10时36分45秒 253691752 257713352   3815996      1.45     78380   5454284   8357540      3.15   2255136   6460536        80
