Linux 5.11.0-36-generic (pwmoose-PowerEdge-T640) 	2021年09月25日 	_x86_64_	(40 CPU)

15时03分36秒 kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
15时08分17秒 261795132 261010580    909840      0.35     44228    631704   3695380      1.39    293512    706636         8
15时08分18秒 261795188 261010636    909816      0.35     44236    631704   3695380      1.39    293512    706636         8
15时08分19秒 261795696 261011144    909488      0.35     44236    631692   3695380      1.39    293500    706696         8
15时08分20秒 261795300 261010748    909812      0.35     44236    631704   3695380      1.39    293512    706636         8
15时08分21秒 261795220 261010668    909832      0.35     44236    631712   3695380      1.39    293520    706768         0
15时08分22秒 261795220 261010668    909832      0.35     44236    631712   3695380      1.39    293520    706768         0
15时08分23秒 261794480 261009928    910604      0.35     44244    631696   3695380      1.39    293504    707280        16
15时08分24秒 261794544 261009992    910604      0.35     44244    631696   3695380      1.39    293504    707280        16
15时08分25秒 261795096 261010544    910088      0.35     44244    631704   3695380      1.39    293512    706636        16
15时08分26秒 261795064 261010512    910080      0.35     44244    631704   3695380      1.39    293512    706636        16
15时08分27秒 261795048 261010496    910076      0.35     44244    631704   3695380      1.39    293512    706636        16
15时08分28秒 261795300 261010748    909824      0.35     44252    631696   3695380      1.39    293512    706636        16
15时08分29秒 261795272 261010720    909812      0.35     44252    631692   3695380      1.39    293500    706656        16
15时08分30秒 261795356 261010804    909808      0.35     44252    631692   3695380      1.39    293500    706656        16
15时08分31秒 261795148 261010596    909900      0.35     44252    631712   3695380      1.39    293520    706800        16
15时08分32秒 261795116 261010564    909900      0.35     44252    631712   3695380      1.39    293520    706800        16
15时08分33秒 261795764 261011212    909252      0.34     44260    631696   3695380      1.39    293500    706672        20
15时08分34秒 261795392 261010840    909564      0.35     44260    631708   3695380      1.39    293512    706636        20
15时08分35秒 261795780 261011228    909348      0.34     44260    631708   3695380      1.39    293512    706636        20
15时08分36秒 261795780 261011228    909348      0.34     44260    631708   3695380      1.39    293512    706636        20
15时08分37秒 261795680 261011128    909596      0.35     44260    631708   3695380      1.39    293512    706640        20
15时08分38秒 261795932 261011380    909336      0.34     44268    631708   3695380      1.39    293512    706636        20
15时08分39秒 261796160 261011608    909088      0.34     44268    631708   3695380      1.39    293512    706652        20
15时08分40秒 261796168 261011616    909080      0.34     44268    631708   3695380      1.39    293512    706636        20
15时08分41秒 261795852 261011300    909332      0.34     44268    631708   3695380      1.39    293512    706636        20
15时08分42秒 261795876 261011324    909324      0.34     44268    631708   3695380      1.39    293512    706636        20
15时08分43秒 261795720 261011168    909392      0.35     44276    631708   3695380      1.39    293512    706612        20
15时08分44秒 261795712 261011160    909384      0.34     44276    631708   3695380      1.39    293512    706612        20
15时08分45秒 261794888 261010336    910200      0.35     44276    631708   3695380      1.39    293512    706648        20
15时08分46秒 261795164 261010612    909924      0.35     44276    631708   3695380      1.39    293512    706612        20
15时08分47秒 261795116 261010564    909980      0.35     44276    631700   3695380      1.39    293504    707220        20
15时08分48秒 261794864 261010312    910176      0.35     44284    631708   3695380      1.39    293512    706636        20
15时08分49秒 261794280 261009728    910712      0.35     44284    631720   3695380      1.39    293524    706988        20
15时08分50秒 261794856 261010304    910148      0.35     44284    631708   3695380      1.39    293512    706636        20
15时08分51秒 261793988 261009436    911024      0.35     44284    631700   3695380      1.39    293516    707516        20
15时08分52秒 261794548 261009996    910392      0.35     44284    631708   3695380      1.39    293512    706636        20
15时08分53秒 261794752 261010200    910124      0.35     44292    631712   3695380      1.39    293524    706692        20
15时08分54秒 261795060 261010536    909820      0.35     44292    631708   3695380      1.39    293568    706620        24
15时08分55秒 261794760 261010236    910060      0.35     44292    631708   3695380      1.39    293568    706656        24
15时08分56秒 261795264 261010740    909556      0.35     44292    631708   3695380      1.39    293568    706612        24
15时08分57秒 261794948 261010424    909804      0.35     44292    631712   3695380      1.39    293572    706680         4
15时08分58秒 261795064 261010540    909684      0.35     44300    631708   3695380      1.39    293568    706640         4
15时08分59秒 261795000 261010476    909680      0.35     44300    631712   3695380      1.39    293572    706688         4
15时09分00秒 261795284 261010760    909400      0.35     44300    631708   3695380      1.39    293568    706640         4
15时09分01秒 261794364 261009840    910420      0.35     44300    631708   3695380      1.39    293568    707044         4
15时09分02秒 261794688 261010164    910136      0.35     44300    631708   3695380      1.39    293568    706640         4
15时09分03秒 261795312 261010788    909656      0.35     44308    631688   3695380      1.39    293568    706868         4
15时09分04秒 261795264 261010740    909656      0.35     44308    631688   3695380      1.39    293568    706868         4
15时09分05秒 261794216 261009692    910652      0.35     44308    631708   3695380      1.39    293568    706964         4
15时09分06秒 261794224 261009712    910640      0.35     44308    631712   3695380      1.39    293576    706980         8
15时09分07秒 261795548 261011036    909324      0.34     44308    631704   3695380      1.39    293568    707184         8
15时09分08秒 261795800 261011288    909072      0.34     44316    631696   3695380      1.39    293568    707184         8
15时09分09秒 261795036 261010524    909844      0.35     44316    631712   3695380      1.39    293576    706972         8
15时09分10秒 261795076 261010564    909788      0.35     44316    631712   3695380      1.39    293576    706656         8
15时09分11秒 261795012 261010500    909852      0.35     44316    631716   3695380      1.39    293580    707116         8
15时09分12秒 261795384 261010872    909472      0.35     44316    631712   3695380      1.39    293576    706656         8
15时09分13秒 261795540 261011028    909260      0.34     44324    631712   3695380      1.39    293568    706688         8
15时09分14秒 261795272 261010760    909492      0.35     44324    631708   3695380      1.39    293564    706620         8
15时09分15秒 261795272 261010760    909452      0.35     44324    631716   3695380      1.39    293572    706728         8
15时09分16秒 261795476 261010964    909220      0.34     44324    631712   3695380      1.39    293572    706660         8
15时09分17秒 261795436 261010924    909216      0.34     44324    631712   3695380      1.39    293568    706688         8
15时09分18秒 261795200 261010688    909492      0.35     44332    631712   3695380      1.39    293572    706972         8
15时09分19秒 261795616 261011104    908996      0.34     44332    631712   3695380      1.39    293564    706688         8
15时09分20秒 261796120 261011608    908444      0.34     44332    631712   3695380      1.39    293568    706684         8
15时09分21秒 261796088 261011576    908480      0.34     44332    631708   3695380      1.39    293564    706684         8
15时09分22秒 261795244 261010736    909232      0.34     44340    631712   3695380      1.39    293576    706616        16
15时09分23秒 261795032 261010524    909436      0.35     44340    631700   3695380      1.39    293564    706760        16
15时09分24秒 261795572 261011064    908844      0.34     44340    631712   3695380      1.39    293572    706620        12
15时09分25秒 261795432 261010924    909124      0.34     44340    631704   3695380      1.39    293564    706572        12
15时09分26秒 261795204 261010696    909332      0.34     44340    631712   3695380      1.39    293576    706648        12
15时09分27秒 261795708 261011200    908816      0.34     44340    631712   3695380      1.39    293568    707048        12
15时09分28秒 261795472 261010992    909072      0.34     44348    631712   3695380      1.39    293632    706600        24
15时09分29秒 261795928 261011448    908612      0.34     44348    631700   3695380      1.39    293620    706784        24
15时09分30秒 261795808 261011328    908680      0.34     44348    631716   3695380      1.39    293632    706684        24
15时09分31秒 261795792 261011312    908652      0.34     44348    631716   3695380      1.39    293628    706728        24
15时09分32秒 261795604 261011124    908844      0.34     44348    631712   3695380      1.39    293632    706620        24
15时09分33秒 261796204 261011724    908324      0.34     44356    631712   3695380      1.39    293616    706652        24
15时09分34秒 261795544 261011068    909032      0.34     44356    631716   3695380      1.39    293632    706704        24
15时09分35秒 261796632 261012156    907956      0.34     44356    631712   3695380      1.39    293624    706984        24
15时09分36秒 261796600 261012124    907956      0.34     44356    631712   3695380      1.39    293624    706640        24
15时09分37秒 261796444 261011968    908312      0.34     44356    631712   3695380      1.39    293620    707076        24
15时09分38秒 261796200 261011724    908552      0.34     44364    631716   3695380      1.39    293632    706660        28
15时09分39秒 261796760 261012284    908052      0.34     44364    631704   3695380      1.39    293620    706592        28
15时09分40秒 261796632 261012156    908048      0.34     44364    631716   3695380      1.39    293632    706660        28
15时09分41秒 261796300 261011824    908332      0.34     44364    631720   3695380      1.39    293628    706740        28
15时09分42秒 261796632 261012156    908024      0.34     44364    631716   3695380      1.39    293632    706660        28
15时09分43秒 261797032 261012556    907548      0.34     44372    631720   3695380      1.39    293628    706712        28
15时09分44秒 261796812 261012336    907736      0.34     44372    631716   3695380      1.39    293624    706668        28
15时09分45秒 261796836 261012360    907724      0.34     44372    631716   3695380      1.39    293624    706668        28
15时09分46秒 261796876 261012400    907720      0.34     44372    631716   3695380      1.39    293624    706680        28
15时09分47秒 261796940 261012464    907664      0.34     44372    631704   3695380      1.39    293612    707308        28
15时09分48秒 261796836 261012360    907680      0.34     44380    631716   3695380      1.39    293632    706660        28
15时09分49秒 261797096 261012620    907416      0.34     44380    631704   3695380      1.39    293620    706564        28
15时09分50秒 261797080 261012604    907520      0.34     44380    631716   3695380      1.39    293632    706696        28
15时09分51秒 261797456 261012980    907028      0.34     44380    631720   3695380      1.39    293624    706764        28
15时09分52秒 261797236 261012760    907220      0.34     44380    631716   3695380      1.39    293632    706660        28
15时09分53秒 261797212 261012736    907200      0.34     44388    631708   3695380      1.39    293624    706584        28
15时09分54秒 261796928 261012452    907456      0.34     44388    631716   3695380      1.39    293628    706664         0
15时09分55秒 261796960 261012484    907396      0.34     44388    631708   3695380      1.39    293624    706936         4
15时09分56秒 261797360 261012884    906940      0.34     44388    631716   3695380      1.39    293632    706660         4
15时09分57秒 261797456 261012980    906936      0.34     44388    631716   3695380      1.39    293624    706668         4
15时09分58秒 261797228 261012752    907152      0.34     44396    631712   3695380      1.39    293620    706612        16
15时09分59秒 261796952 261012476    907416      0.34     44396    631720   3695380      1.39    293616    706740        16
15时10分00秒 261796784 261012308    907588      0.34     44396    631716   3695380      1.39    293632    706660        16
15时10分01秒 261797976 261013500    906396      0.34     44396    631712   3695380      1.39    293628    706972        16
15时10分02秒 261797480 261013004    907036      0.34     44396    631716   3695380      1.39    293632    706660        16
15时10分03秒 261797808 261013332    906768      0.34     44404    631716   3695380      1.39    293624    706508        16
15时10分04秒 261797832 261013308    906800      0.34     44404    631716   3695380      1.39    293628    706664        16
15时10分05秒 261798060 261013536    906512      0.34     44404    631716   3695380      1.39    293620    707252        16
15时10分06秒 261798280 261013756    906260      0.34     44404    631716   3695380      1.39    293620    706656        16
15时10分07秒 261798352 261013828    906256      0.34     44404    631716   3695380      1.39    293624    706896        16
15时10分08秒 261798752 261014256    905740      0.34     44412    631716   3695380      1.39    293680    706648        16
15时10分09秒 261798176 261013680    906276      0.34     44412    631716   3695380      1.39    293676    706700        16
15时10分10秒 261798152 261013656    906260      0.34     44412    631716   3695380      1.39    293688    706664        16
15时10分11秒 261798640 261014144    905748      0.34     44412    631712   3695380      1.39    293680    706584        20
15时10分12秒 261798860 261014364    905484      0.34     44412    631720   3695380      1.39    293676    706688        20
15时10分13秒 261798380 261013884    905940      0.34     44420    631720   3695380      1.39    293680    706988        20
15时10分14秒 261798276 261013780    906000      0.34     44420    631720   3695380      1.39    293684    706668        20
15时10分15秒 261798696 261014200    905752      0.34     44420    631720   3695380      1.39    293680    706696        20
15时10分16秒 261799208 261014712    905240      0.34     44420    631720   3695380      1.39    293684    706668        20
15时10分17秒 261798956 261014460    905488      0.34     44420    631720   3695380      1.39    293680    707104        20
15时10分18秒 261799152 261014656    905224      0.34     44428    631720   3695380      1.39    293688    706664        20
15时10分19秒 261799136 261014640    905232      0.34     44428    631704   3695380      1.39    293672    706576        20
15时10分20秒 261799096 261014600    905204      0.34     44428    631720   3695380      1.39    293688    706664        20
15时10分21秒 261799300 261014804    904980      0.34     44428    631716   3695380      1.39    293684    706660        20
15时10分22秒 261799300 261014804    904924      0.34     44428    631720   3695380      1.39    293688    706664        20
15时10分23秒 261798756 261014260    905416      0.34     44436    631720   3695380      1.39    293680    706696        20
15时10分24秒 261799236 261014740    904968      0.34     44436    631716   3695380      1.39    293676    706624        20
15时10分25秒 261798944 261014448    905224      0.34     44436    631720   3695380      1.39    293672    706720        20
15时10分26秒 261799504 261015008    904668      0.34     44436    631720   3695380      1.39    293684    706972        16
15时10分27秒 261798932 261014436    905204      0.34     44436    631716   3695380      1.39    293680    707044        16
15时10分28秒 261798848 261014352    905464      0.34     44444    631720   3695380      1.39    293688    706480        24
15时10分29秒 261799868 261015372    904732      0.34     44444    631720   3695380      1.39    293676    706676        24
15时10分30秒 261800404 261015908    904196      0.34     44444    631720   3695380      1.39    293676    706652        24
15时10分31秒 261799560 261015064    904988      0.34     44444    631720   3695380      1.39    293680    706696         4
15时10分32秒 261799516 261015020    905196      0.34     44444    631720   3695380      1.39    293688    706692         4
15时10分33秒 261800760 261016264    903936      0.34     44452    631720   3695380      1.39    293676    706676         4
15时10分34秒 261800256 261015760    904436      0.34     44452    631720   3695380      1.39    293684    706668         4
15时10分35秒 261799996 261015500    904684      0.34     44452    631720   3695380      1.39    293680    706672         4
15时10分36秒 261799996 261015500    904684      0.34     44452    631720   3695380      1.39    293688    706664         4
15时10分37秒 261799988 261015492    904764      0.34     44452    631720   3695380      1.39    293680    707112         4
15时10分38秒 261801156 261016660    903748      0.34     44460    631720   3695380      1.39    293680    706684         4
15时10分39秒 261801584 261017088    903340      0.34     44460    631708   3695380      1.39    293668    706572         4
15时10分40秒 261801064 261016568    903856      0.34     44460    631720   3695380      1.39    293684    706668         4
15时10分41秒 261801584 261017088    903348      0.34     44460    631720   3695380      1.39    293680    706952         4
15时10分42秒 261801804 261017308    903088      0.34     44460    631720   3695380      1.39    293688    706664         4
15时10分43秒 261801780 261017316    903064      0.34     44468    631724   3695380      1.39    293736    706676         8
15时10分44秒 261801496 261017032    903320      0.34     44468    631720   3695380      1.39    293732    706624         8
15时10分45秒 261801456 261016992    903300      0.34     44468    631724   3695380      1.39    293732    706700         8
15时10分46秒 261801676 261017212    903040      0.34     44468    631724   3695380      1.39    293744    706668         8
15时10分47秒 261801384 261016920    903288      0.34     44468    631724   3695380      1.39    293732    706680         8
15时10分48秒 261801092 261016628    903524      0.34     44476    631724   3695380      1.39    293744    706668         8
15时10分49秒 261800784 261016320    903756      0.34     44476    631724   3695380      1.39    293732    706976         8
15时10分50秒 261800996 261016532    903492      0.34     44476    631724   3695380      1.39    293744    706668         8
15时10分51秒 261800556 261016092    904000      0.34     44476    631724   3695380      1.39    293728    706748         8
15时10分52秒 261801148 261016684    903464      0.34     44476    631724   3695380      1.39    293744    706668         8
15时10分53秒 261801044 261016580    903520      0.34     44484    631724   3695380      1.39    293744    706668         8
15时10分54秒 261801344 261016880    903236      0.34     44484    631724   3695380      1.39    293736    706676         8
15时10分55秒 261801044 261016580    903524      0.34     44484    631720   3695380      1.39    293732    706660         8
15时10分56秒 261802044 261017584    902476      0.34     44484    631724   3695380      1.39    293744    706680         0
15时10分57秒 261801768 261017308    902792      0.34     44484    631724   3695380      1.39    293736    706688         4
15时10分58秒 261801744 261017284    902788      0.34     44492    631716   3695380      1.39    293744    706680         4
15时10分59秒 261801912 261017452    902788      0.34     44492    631724   3695380      1.39    293732    706716        16
15时11分00秒 261802092 261017648    902568      0.34     44500    631724   3695380      1.39    293744    706736        44
15时11分01秒 261802820 261018376    901816      0.34     44500    631728   3695380      1.39    293736    706736        44
15时11分02秒 261801748 261017304    902848      0.34     44500    631728   3695380      1.39    293748    706756        44
15时11分03秒 261803024 261018580    901612      0.34     44500    631724   3695380      1.39    293736    706688        44
15时11分04秒 261802456 261018012    902160      0.34     44500    631728   3695380      1.39    293736    706716        44
15时11分05秒 261802660 261018216    901920      0.34     44500    631728   3695380      1.39    293740    706688        44
15时11分06秒 261802008 261017564    902652      0.34     44508    631720   3695380      1.39    293748    706708        44
15时11分07秒 261802796 261018352    901848      0.34     44508    631724   3695380      1.39    293736    706688        48
15时11分08秒 261802796 261018352    901848      0.34     44508    631724   3695380      1.39    293740    706684        48
15时11分09秒 261802528 261018084    902088      0.34     44508    631724   3695380      1.39    293732    706692        48
15时11分10秒 261802688 261018244    902080      0.34     44508    631724   3695380      1.39    293744    706680        48
15时11分11秒 261802428 261017984    902320      0.34     44516    631728   3695380      1.39    293740    706680        48
15时11分12秒 261802680 261018236    902060      0.34     44516    631728   3695380      1.39    293748    706672        48
15时11分13秒 261802824 261018380    902040      0.34     44516    631724   3695380      1.39    293736    706688        48
15时11分14秒 261802824 261018380    902028      0.34     44516    631724   3695380      1.39    293736    706688        48
15时11分15秒 261803572 261019128    901260      0.34     44516    631724   3695380      1.39    293732    706692        48
15时11分16秒 261803028 261018584    901752      0.34     44524    631716   3695380      1.39    293744    706680        48
15时11分17秒 261803012 261018568    901720      0.34     44524    631712   3695380      1.39    293728    707252        52
15时11分18秒 261802200 261017756    902464      0.34     44524    631728   3695380      1.39    293744    706684        52
15时11分19秒 261802648 261018204    902144      0.34     44524    631716   3695380      1.39    293732    706900        52
15时11分20秒 261802316 261017872    902432      0.34     44524    631728   3695380      1.39    293744    706676        52
15时11分21秒 261802796 261018384    901908      0.34     44532    631728   3695380      1.39    293792    706688        52
15时11分22秒 261802544 261018132    902148      0.34     44532    631728   3695380      1.39    293796    706684        52
15时11分23秒 261802040 261017628    902640      0.34     44532    631728   3695380      1.39    293792    706960        52
15时11分24秒 261801976 261017564    902624      0.34     44532    631728   3695380      1.39    293796    706944        52
15时11分25秒 261802148 261017736    902412      0.34     44532    631732   3695380      1.39    293796    706764        52
15时11分26秒 261802188 261017776    902308      0.34     44540    631728   3695380      1.39    293792    706664        52
15时11分27秒 261802100 261017688    902328      0.34     44540    631728   3695380      1.39    293792    706692        44
15时11分28秒 261802376 261017964    902036      0.34     44540    631728   3695380      1.39    293792    706668        48
15时11分29秒 261802092 261017680    902356      0.34     44540    631728   3695380      1.39    293784    706960        48
15时11分30秒 261802044 261017632    902372      0.34     44540    631728   3695380      1.39    293792    706736        48
15时11分31秒 261803532 261019120    900852      0.34     44548    631728   3695380      1.39    293792    706720        48
15时11分32秒 261803052 261018640    901348      0.34     44548    631728   3695380      1.39    293800    706684         4
15时11分33秒 261803100 261018688    901404      0.34     44548    631732   3695380      1.39    293796    707004         4
15时11分34秒 261802620 261018208    901900      0.34     44548    631724   3695380      1.39    293788    706676         4
15时11分35秒 261803592 261019064    901140      0.34     44548    631728   3695380      1.39    293792    706692         4
15时11分36秒 261803608 261019080    901100      0.34     44556    631728   3695380      1.39    293796    707340         4
15时11分37秒 261803544 261019016    901152      0.34     44556    631724   3695380      1.39    293792    707768         4
15时11分38秒 261802716 261018188    901888      0.34     44556    631728   3695380      1.39    293800    706684         4
15时11分39秒 261802976 261018448    901624      0.34     44556    631716   3695380      1.39    293788    706880         4
15时11分40秒 261802752 261018224    901880      0.34     44556    631728   3695380      1.39    293800    706684         4
15时11分41秒 261802624 261018096    901860      0.34     44564    631728   3695380      1.39    293792    706712         4
15时11分42秒 261803704 261019176    900804      0.34     44564    631728   3695380      1.39    293792    706668         4
15时11分43秒 261803648 261019120    900852      0.34     44564    631708   3695380      1.39    293772    707052         4
15时11分44秒 261803552 261019024    900884      0.34     44564    631728   3695380      1.39    293796    706688         4
15时11分45秒 261802764 261018236    901648      0.34     44564    631728   3695380      1.39    293792    706980         4
15时11分46秒 261803064 261018536    901372      0.34     44572    631728   3695380      1.39    293800    706684         4
15时11分47秒 261803260 261018732    901120      0.34     44572    631728   3695380      1.39    293792    706692         4
15时11分48秒 261803268 261018736    901116      0.34     44572    631732   3695380      1.39    293792    706676         8
15时11分49秒 261802644 261018112    901708      0.34     44572    631728   3695380      1.39    293788    706992         8
15时11分50秒 261802876 261018344    901596      0.34     44572    631732   3695380      1.39    293796    706688         8
15时11分51秒 261803356 261018824    901096      0.34     44580    631736   3695380      1.39    293796    706756         8
15时11分52秒 261803348 261018816    901088      0.34     44580    631736   3695380      1.39    293804    706748         8
15时11分53秒 261802740 261018208    901568      0.34     44580    631728   3695380      1.39    293804    707204         8
15时11分54秒 261803228 261018696    901040      0.34     44580    631732   3695380      1.39    293796    706688         8
15时11分55秒 261803692 261019160    900532      0.34     44580    631732   3695380      1.39    293792    706716         8
15时11分56秒 261802668 261018136    901532      0.34     44588    631724   3695380      1.39    293792    706764         8
15时11分57秒 261803156 261018660    900956      0.34     44588    631736   3695380      1.39    293848    707436         8
15时11分58秒 261802312 261017816    901732      0.34     44588    631732   3695380      1.39    293856    706688         0
15时11分59秒 261803084 261018588    900968      0.34     44588    631728   3695380      1.39    293860    707096         4
15时12分00秒 261802780 261018284    901428      0.34     44588    631732   3695380      1.39    293856    706688         4
15时12分01秒 261802520 261018024    901672      0.34     44596    631724   3695380      1.39    293848    706988         4
15时12分02秒 261803292 261018796    900860      0.34     44596    631732   3695380      1.39    293848    706668        16
15时12分03秒 261802700 261018204    901456      0.34     44596    631736   3695380      1.39    293856    706824        16
15时12分04秒 261802344 261017848    901768      0.34     44596    631740   3695380      1.39    293856    706956        16
15时12分05秒 261802472 261017976    901656      0.34     44596    631732   3695380      1.39    293844    707032        16
15时12分06秒 261802920 261018424    901180      0.34     44604    631728   3695380      1.39    293860    707088        16
15时12分07秒 261802384 261017888    901628      0.34     44604    631732   3695380      1.39    293860    706748        16
15时12分08秒 261802768 261018272    901252      0.34     44604    631748   3695380      1.39    293864    707388        16
15时12分09秒 261802832 261018336    901240      0.34     44604    631736   3695380      1.39    293848    707236        16
15时12分10秒 261802680 261018184    901340      0.34     44604    631732   3695380      1.39    293860    706936        16
15时12分11秒 261802776 261018280    901228      0.34     44612    631724   3695380      1.39    293848    707104        16
15时12分12秒 261802752 261018256    901188      0.34     44612    631736   3695380      1.39    293860    707164        16
15时12分13秒 261802492 261017996    901468      0.34     44612    631732   3695380      1.39    293856    706688        16
15时12分14秒 261802900 261018404    901032      0.34     44612    631728   3695380      1.39    293860    706956        16
15时12分15秒 261802916 261018420    900900      0.34     44612    631732   3695380      1.39    293856    706948        16
15时12分16秒 261802632 261018136    901200      0.34     44620    631728   3695380      1.39    293864    707472        16
15时12分17秒 261802648 261018152    901132      0.34     44620    631732   3695380      1.39    293848    707356        16
15时12分18秒 261802860 261018364    900896      0.34     44620    631724   3695380      1.39    293868    707196        16
15时12分19秒 261803336 261018840    900608      0.34     44620    631732   3695380      1.39    293852    707080        16
15时12分20秒 261802988 261018492    900936      0.34     44620    631724   3695380      1.39    293852    707156        16
15时12分21秒 261802160 261017664    901716      0.34     44628    631740   3695380      1.39    293868    707044        20
15时12分22秒 261802548 261018052    901420      0.34     44628    631736   3695380      1.39    293856    707160        20
15时12分23秒 261801628 261017132    902516      0.34     44628    631736   3695380      1.39    293860    707068        20
15时12分24秒 261801768 261017272    902324      0.34     44628    631732   3695380      1.39    293868    707296        20
15时12分25秒 261801872 261017376    902196      0.34     44628    631736   3695380      1.39    293860    707080        20
15时12分26秒 261802368 261017872    901680      0.34     44636    631732   3695380      1.39    293860    706968        20
15时12分27秒 261803132 261018636    900900      0.34     44636    631728   3695380      1.39    293852    707140        20
15时12分28秒 261802232 261017736    901732      0.34     44636    631732   3695380      1.39    293876    707276        20
15时12分29秒 261801832 261017336    902268      0.34     44636    631736   3695380      1.39    293864    707476        12
15时12分30秒 261802920 261018424    901224      0.34     44636    631740   3695776      1.39    293868    707264        12
15时12分31秒 261802416 261017920    901696      0.34     44644    631732   3695380      1.39    293860    707340        12
15时12分32秒 261803064 261018568    901020      0.34     44644    631736   3695380      1.39    293876    707472        20
15时12分33秒 261803712 261019216    900304      0.34     44644    631736   3695380      1.39    293848    707152        20
15时12分34秒 261802900 261018404    901092      0.34     44644    631736   3696200      1.39    293860    707016        20
15时12分35秒 261803324 261018828    900612      0.34     44644    631736   3695380      1.39    293844    707116         4
15时12分36秒 261803360 261018864    900836      0.34     44652    631724   3697844      1.39    293864    707460         4
15时12分37秒 261803376 261018908    900800      0.34     44652    631736   3695380      1.39    293908    707340         4
15时12分38秒 261804016 261019548    900144      0.34     44652    631736   3696680      1.39    293928    707200         4
15时12分39秒 261803992 261019524    900392      0.34     44652    631732   3695380      1.39    293908    706800         4
15时12分40秒 261803560 261019092    900820      0.34     44652    631736   3697844      1.39    293916    707176         4
15时12分41秒 261803852 261019384    900572      0.34     44660    631736   3695380      1.39    293912    707252         4
15时12分42秒 261803608 261019140    900872      0.34     44660    631736   3697844      1.39    293920    707540         4
15时12分43秒 261804388 261019920    900052      0.34     44660    631736   3695380      1.39    293908    707028         4
15时12分44秒 261804040 261019572    900400      0.34     44660    631736   3696732      1.39    293932    706856         4
15时12分45秒 261804208 261019740    900332      0.34     44660    631736   3695380      1.39    293924    706996         4
15时12分46秒 261803796 261019328    900688      0.34     44668    631728   3696732      1.39    293924    707168         4
15时12分47秒 261803092 261018624    901416      0.34     44668    631736   3695380      1.39    293916    707800         4
15时12分48秒 261803612 261019144    901072      0.34     44668    631740   3696732      1.39    293928    707508         4
15时12分49秒 261803376 261018908    901360      0.34     44668    631736   3695380      1.39    293916    707244         4
15时12分50秒 261803684 261019216    901048      0.34     44668    631736   3696364      1.39    293916    706828         4
15时12分51秒 261800848 261016380    903836      0.34     44676    631728   3700356      1.39    293920    710048         4
15时12分52秒 261801304 261016836    903352      0.34     44676    631736   3699668      1.39    293940    710816         4
15时12分53秒 261803800 261019332    900796      0.34     44676    631740   3696892      1.39    293916    707432         8
15时12分54秒 261803044 261018576    901528      0.34     44676    631740   3697264      1.39    293920    706860         8
15时12分55秒 261803232 261018764    901312      0.34     44676    631740   3699180      1.39    293912    709552         8
15时12分56秒 261799420 261014952    905044      0.34     44684    631740   3703980      1.39    293932    713456         8
15时12分57秒 261801044 261016576    903400      0.34     44684    631740   3701444      1.39    293916    711244         8
15时12分58秒 261801304 261016836    903244      0.34     44684    631740   3702872      1.39    293920    712400         8
15时12分59秒 261801972 261017504    902488      0.34     44684    631740   3701980      1.39    293916    711040         8
15时13分00秒 261804532 261020064    899960      0.34     44684    631740   3699620      1.39    293924    709112         8
15时13分01秒 261801736 261017268    902744      0.34     44692    631740   3700572      1.39    293908    710100        16
15时13分02秒 261799532 261015064    904980      0.34     44692    631740   3703976      1.39    293928    713000        16
15时13分03秒 261800964 261016496    903500      0.34     44692    631740   3702748      1.39    293920    712056        16
15时13分04秒 261802896 261018428    901712      0.34     44692    631740   3701980      1.39    293932    711056        16
15时13分05秒 261804188 261019720    900416      0.34     44692    631740   3700652      1.39    293916    710184        16
15时13分06秒 261804708 261020240    899932      0.34     44700    631740   3700652      1.39    293924    709680        16
15时13分07秒 261805228 261020760    899404      0.34     44700    631740   3699620      1.39    293916    709284        16
15时13分08秒 261804952 261020484    899672      0.34     44700    631740   3698812      1.39    293924    708048        16
15时13分09秒 261804424 261019956    900180      0.34     44700    631740   3697800      1.39    293916    707360        16
15时13分10秒 261804596 261020128    899928      0.34     44700    631740   3697304      1.39    293904    707396        16
15时13分11秒 261804832 261020364    899724      0.34     44708    631732   3697324      1.39    293912    706828        16
15时13分12秒 261805132 261020696    899480      0.34     44708    631740   3697104      1.39    293976    707124        16
15时13分13秒 261805480 261021044    899132      0.34     44708    631740   3696720      1.39    293960    706976        16
15时13分14秒 261804240 261019804    900204      0.34     44708    631740   3695380      1.39    293960    706704        16
15时13分15秒 261805312 261020876    899184      0.34     44708    631740   3695380      1.39    293952    706712        16
15时13分16秒 261804588 261020152    899988      0.34     44716    631732   3695380      1.39    293968    706696        16
15时13分17秒 261805124 261020688    899452      0.34     44716    631740   3695380      1.39    293960    706704        16
15时13分18秒 261804612 261020176    899980      0.34     44716    631740   3695380      1.39    293968    706696        16
15时13分19秒 261804896 261020460    899696      0.34     44716    631740   3695380      1.39    293960    706672        16
15时13分20秒 261804604 261020168    899976      0.34     44716    631740   3695380      1.39    293964    706700        16
15时13分21秒 261804596 261020160    899964      0.34     44724    631740   3695380      1.39    293960    706704        16
15时13分22秒 261803952 261019516    900592      0.34     44724    631740   3695380      1.39    293960    706744        16
15时13分23秒 261805080 261020644    899448      0.34     44724    631740   3695380      1.39    293960    706704        16
15时13分24秒 261804804 261020368    899696      0.34     44724    631740   3695380      1.39    293968    706696        16
